"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U67190DD2014PTC004754","12-30-2014","MOTIVE BROKING & ADVISORY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100000","100000","Daman and Diu","RoC-Goa","Finance","OFFICE NO. 04, 7/5-11A, SHIV SAGAR BUILDING SOMNATH JUNCTION, DUBHEL, NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U70100DD2007PTC004657","30-07-2007","SMIT (DAMAN) ESTATES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Daman and Diu","RoC-Goa","Real Estate and Renting","S.NO.298, KATHIRIA, AIRPORT ROAD, NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U70101DD1995PLC001973","11-16-1995","SUPREME COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","110000000","56010000","Daman and Diu","RoC-Goa","Real Estate and Renting","PRAGATI SHOPPING CENTRE,NEELKANTH BUILDING, KAVI KHABARDAR MARG, DAMAN 396 210 Daman and Diu INDIA 396210","Indian Non-Government Company"
"U71230DD1995PLC001813","27-03-1995","ANJANEY IMPEX AND SECURITIES LIMITED","STRIKE OFF","Public","Company Limited by Shares","50,000,000.00","7,000.00","Daman and Diu","RoC-Goa","Real Estate and Renting","INDUSTRIAL ESTATEMALALA DIU (U T) Daman and Diu INDIA 362520","Indian Non-Government Company"
"U72200DD2000PLC002846","4-10-2000","WEBNET INFOWAYS LIMITED","ACTIVE","Public","Company Limited by Shares","10000000","9500000","Daman and Diu","RoC-Goa","Business Services","NO. 2, PRAGATI SHOPPING CENTRENEELKANTH BUILDING, KAVI KHABARDAR MARG, DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U72200DD2000PTC000153","7-5-2000","21ST CENTURY ENTERTAINMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1000000","100000","Daman and Diu","RoC-Goa","Business Services","H/B-10,GURUDEV COMPLEX,IInd phase SILVASSA Daman and Diu INDIA","Indian Non-Government Company"
"U72200DD2003PTC003291","9-19-2003","TECHKNOWLEDGY INTERACTIVE PARTNERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500000","100000","Daman and Diu","RoC-Goa","Business Services","2/182VANIA WARD NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U72200DD2008PTC004659","1-10-2008","VIRTUAL INFOSOFT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100000","0","Daman and Diu","RoC-Goa","Business Services","ACE SHOPPING MALL, FLAT NO. 207, IIND FLOOR, DILIP NAGAR, NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74120DD2014OPC004751","12-4-2014","ALESSIA REMEDIES PRIVATE LIMITED (OPC)","ACTIVE","One Person Company","Company Limited by Shares","500000","500000","Daman and Diu","RoC-Goa","Business Services","H.NO.15-340/TF-1,""""JAY APPT"""" KHARIWAD NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74899DD1993PLC004666","6-30-1993","PSL CORROSION CONTROL SERVICES LIMITED","ACTIVE","Public","Company Limited by Shares","25000000","14000200","Daman and Diu","RoC-Goa","Business Services","Survey No. 377 / 2, Zari Causeway Road Kachigam Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74900DD2010PTC004679","11-01-2010","INDIA ADVANTAGE SECURITIES (DAMAN) PRIVATE LIMITED","Dormant under section 455 of Companies Act, 2013","Private","Company Limited by Shares","250,000,000.00","100,000.00","Daman and Diu","RoC-Goa","Business Services","SHOP NO. 19, CORNER POINT, DAMAN DABHEL ROAD, NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74900DD2010PTC004682","3-9-2010","NIRAJ FOREX & TRAVELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3000000","2655000","Daman and Diu","RoC-Goa","Business Services","Gurukrupa Complex, Opp. Hotel Prince, Jethibai Road,Vorawada Diu Daman and Diu INDIA 362520","Indian Non-Government Company"
"U74900DD2010PTC004685","9-6-2010","DAMAN COMMODITIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3000000","3000000","Daman and Diu","RoC-Goa","Business Services","SURVEY NO. 47 / 6A, OPPOSITE SOMNATH BUS STAND, DABHEL DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74900DD2013PLC004729","8-27-2013","VFM LOGISUPPORT SERVICES LIMITED","ACTIVE","Public","Company Limited by Shares","30000000","500000","Daman and Diu","RoC-Goa","Business Services","213 , Sabari, Kachigam ,Damam (UT) Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74920DD1998PTC002583","7-30-1998","COPS PROTECTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500000","102000","Daman and Diu","RoC-Goa","Business Services","OPP BUS STAND, SOMNATH DABHEL, DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74950DD1988PTC000827","3-06-1988","TIN PACK PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,000,000.00","4,732,200.00","Daman and Diu","RoC-Goa","Business Services","A-3/12INDUSTRIAL ESTATE SOMNATH ROAD DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74950DD1988PTC001071","1-29-1988","SOMNATH PACKAGING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1000000","992000","Daman and Diu","RoC-Goa","Business Services","PLOT NO.758/3&5,BEHIND SOMNATH BUS STAND NANI DAMAN,DAMAN GOA Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74950DD1992PLC001293","21-10-1992","GLOBE PLAST INDUSTRIES LIMITED.","STRIKE OFF","Public","Company Limited by Shares","10,000,000.00","500,000.00","Daman and Diu","RoC-Goa","Business Services","PLOT NO.6,7,8,9 SURVEY NO.482 NEAR DABHEL CHECK POST, DAMAN. DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U74950DD1993PTC001373","6-17-1993","ZEAL PACKAGING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2500000","102000","Daman and Diu","RoC-Goa","Business Services","VILLAGE DALWADA,DEVKA TAIWAD ROAD NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74950DD1996PLC002159","8-19-1996","INDU PACKAGING (DAMAN) LIMITED","ACTIVE","Public","Company Limited by Shares","60000000","6600000","Daman and Diu","RoC-Goa","Business Services","PLOT NO16 GDDIC INDUSTRIALESTATE SOMNATH ROAD DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74950DD1997PTC002299","3-17-1997","VRAJ PACKAGING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","37500000","37500000","Daman and Diu","RoC-Goa","Business Services","PLOT NO 71/1, 70/2-C and 24/5, VILLAGE KADAIYA NANI DAMAN Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74992DD2007PTC004663","9-25-2007","RADHA MADHAV HOLDINGS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20000000","5100000","Daman and Diu","RoC-Goa","Business Services","50/9A, Daman Industrial Estate, Village, Kadaiya, Nani Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74999DD1988PTC004731","2-2-1988","JIGAR COMMODITIES & DERIVATIVES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","108300000","93337750","Daman and Diu","RoC-Goa","Business Services","OFFICE NO. 141, CENTER POINT SOMNATH, DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74999DD1993PTC004749","11-18-1993","PURVAG COMMODITIES & DERIVATIVES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","103200000","100905800","Daman and Diu","RoC-Goa","Business Services","Office No.141, Center Point, Somnath Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74999DD2007PTC004747","1-30-2007","AFFLUENCE COMMODITIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30000000","7100000","Daman and Diu","RoC-Goa","Business Services","SHOP NO. 15, SHANTINIKETAN BUILDING, KEVDI FALIA, DABHEL, NANI DAMAN, DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74999DD2008PTC004661","5-5-2008","RADHA MADHAV RESEARCH AND TRADE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200000000","137030000","Daman and Diu","RoC-Goa","Business Services","Survey No.113/1, Daman Industrial Estate,Village Kadaiya, Nani Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U74999DD2015PTC004759","3-23-2015","INDENT ONLINE SUPPLIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100000","100000","Daman and Diu","RoC-Goa","Business Services","213 Sabari Kachigam Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U92132DD1996PLC002208","25-10-1996","TRANS TELE FILMS LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00","1,000.00","Daman and Diu","RoC-Goa","Community, personal & Social Services","23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U92400DD2012GAT004713","11-8-2012","DABHEL GYMKHANA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Guarantee","0","0","Daman and Diu","RoC-Goa","Community, personal & Social Services","PRINCE FARM HOUSE, ATIYAWAD ROAD, OPP. VIJAYBAR AND RESTAURANT, DABHEL DAMAN Daman and Diu INDIA 396210","Guarantee and association Company"
"U92410DD2015NPL004758","3-16-2015","DAMAN & DIU CRICKET LEAGUE","ACTIVE","Private","Company Limited by Shares","100000","100000","Daman and Diu","RoC-Goa","Community, personal & Social Services","2 SR.NO.375, HILL INDUSTRIAL ESTATE KACHIGAMDAMAN, I.E. DAMAN DAMAN Daman and Diu INDIA 396215","Indian Non-Government Company"
"U92413DD2014PTC004750","11-26-2014","REDO ENTERTAINMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100000","100000","Daman and Diu","RoC-Goa","Community, personal & Social Services","UT NEWS, DABHEL CHECK POST, SOMNATH, DAMAN, DAMAN & DIU DAMAN Daman and Diu INDIA 396215","Indian Non-Government Company"
"U93000DD2009PTC004753","6-9-2009","TRADEBULLS SECURITIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20000000","13504000","Daman and Diu","RoC-Goa","Community, personal & Social Services","Flat No. 304, """"SAI NIVAS-C"""" Kathiria Daman and Diu INDIA 396210","Indian Non-Government Company"
"U99999MH1990PTC054456","23-10-1990","KLJO","DORMANT","Private","Company Limited by Guarantee",NA,NA,"Daman and Diu","RoC-Goa",NA,"Daman and Diu INDIA","Indian Non-Government Company"
