"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U01132AR1991PTC003636","17-12-1991","EHISIKU TEA COMPANY PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00","2,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","1 BHISHMAKBIZARI LOHIT ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1992PTC003663","27-02-1992","LAIILANG LAND AND TEA ESTATES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","20,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","ZEROLOWE SUBANSIRI ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1992PTC003781","15-09-1992","LEYSING TEA PLANTATIONS PVT LTD","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","6,400,000.00","6,261,400.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","SIANG HOUSE SECTOR-C ITANAGAR Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U01132AR1993PTC003851","1-02-1993","CHANGLANG TEA CO PVT LTD","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,000,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","M C ROAD CHANGLANG Arunachal Pradesh INDIA 798130","Indian Non-Government Company"
"U01132AR1994PTC004096","7-03-1994","LAPTANG TEA CO PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","LAPTANG, P.O. KHONSA, DISTTIRAP, A.P. itanagar Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1994PTC004303","21-11-1994","MAKANTONG TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","262,500.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","BORDHUSMSACHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1994PTC004312","5-12-1994","WAGUN TEA CO PVT","ACTIVE","Private","Company Limited by Shares","1,000,000.00","559,250.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","WAGUN NO IIP O BORDUMASA CHANGLANG ARUNCHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1995PTC004376","24-02-1995","PEONG TEA CO PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","20,200.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P.O. PEONG DIST. LOHIT PEONG Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1995PTC004428","26-04-1995","MALISHA TEA AND AGRO INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","10,000,000.00","5,780,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","PANSUMTHONG12 MILE KHONSA TIRAP Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1995PTC004504","12-07-1995","NAMPONG TEA CO PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","102,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","JAIRAMPURP O JAIRAMPUR DIST CHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1995PTC004565","5-09-1995","KONICA TEA CO PVT LTD","ACTIVE","Private","Company Limited by Shares","2,500,000.00","658,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P.O. BORDUMSA BORDUMSA Arunachal Pradesh INDIA 792120","Indian Non-Government Company"
"U01132AR1996PTC004802","3-07-1996","MANYU TEA ESTATE PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","200","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","VILL MANYULIANGP O MEDO DIST LOHIT ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1996PTC004808","8-07-1996","TANG GAH TEA AND AGRO PRODUCTS PVT LTD","ACTIVE","Private","Company Limited by Shares","5,000,000.00","500,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","JAIRAMPURDIST . CHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1996PTC004846","4-09-1996","ARUNACHAL BIOTECH PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","4,000,000.00","200","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","ALUBARIP O CHOWKHAM DIST LOHIT ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1996PTC004862","19-09-1996","JONNOM TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,500,000.00","3,220,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P.O. RUKSIN EAST SIANG Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1997PTC005190","22-09-1997","LOPON TEA COMPANY PVT LTD","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00","200","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","E SECTORITANAGAR PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1997PTC005251","13-11-1997","ABOTANI TEA ESTATE PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,200,000.00","60,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","E SECTORITANAGAR PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1997PTC005252","17-11-1997","FAI YAI TEA ESTATE PVT LTD","ACTIVE","Private","Company Limited by Shares","1,000,000.00","950,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P.O. CHOWKHAM DIST: LOHIT ARUNACHAL PRADESH Arunachal Pradesh INDIA 792104","Indian Non-Government Company"
"U01132AR1998PTC005308","20-01-1998","SINGPHO VALLEY TEA CO PVT LTD","STRIKE OFF","Private","Company Limited by Shares","3,000,000.00","40,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","KEREMBISA VILLAGEBORDUMASA CHANGLANG. ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR1998PTC005318","28-01-1998","MIDLAND TEA ESTATE PVT LTD","STRIKE OFF","Private","Company Limited by Shares","300,000.00","200","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NEELAM RANI WINE SHOP G FLOORGOHPUR TINALI ROAD ITANAGAR PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U01132AR1998PTC005619","11-12-1998","TINGKHATRA PLANTATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","306,700.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P.O. KANUBARI DIST-TIRAP KANUBARI Arunachal Pradesh INDIA 791102","Indian Non-Government Company"
"U01132AR1999PTC005691","8-03-1999","ANG TEA AND AGRO PRODUCTS PRIVATE LIMITED","UNDER LIQUIDATION","Private","Company Limited by Shares","7,000,000.00","7,000,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","DEOMALI INDUSTRIAL AREA DIST TIRAP TIRAP Arunachal Pradesh INDIA 796629","Indian Non-Government Company"
"U01132AR1999PTC005748","3-05-1999","EVERSHINE TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","480,200.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P O MIAODIST CHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA 782122","Indian Non-Government Company"
"U01132AR1999PTC005942","12-11-1999","NAMCHIC TEA ESTATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,453,800.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NAMCHIC, P.O. KHARSANG, MIAO KHARSANG Arunachal Pradesh INDIA 792122","Indian Non-Government Company"
"U01132AR1999PTC005988","23-12-1999","KHERAM PANI TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","620,200.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","KHERAM PANI GAON, BORDUMSA DIST CHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA 792056","Indian Non-Government Company"
"U01132AR2000PTC006056","2-03-2000","LOWANGCHA TEA ESTATE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","20,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","BORDURIAKHONSA TIRAP ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR2000PTC006172","17-05-2000","BORDURIA TEA ESTATE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","500,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","BORDURIATIRAP ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR2000PTC006275","21-08-2000","KUNGFRA TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","9,000,000.00","8,900,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P.O. CHOWKHAM, LOHIT Arunachal Pradesh INDIA 792104","Indian Non-Government Company"
"U01132AR2000PTC006284","27-08-2000","CHOHGKHAM TEA ESTATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","230,200.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","GUNA NAGARTAFRAGAM SAW MILL CHOWKHAM LOHIT ARUNACHAL PRADESH Arunachal Pradesh INDIA 792105","Indian Non-Government Company"
"U01132AR2000PTC006313","22-09-2000","RANGFRAH CONSTRUCTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","325,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","M C ROAD, THIRD MILE CHANGLANG Arunachal Pradesh INDIA 792120","Indian Non-Government Company"
"U01132AR2000PTC006319","27-09-2000","SATI TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","10,000,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NAMSAILOHIT ARUNACHA PRADESH Arunachal Pradesh INDIA 792103","Indian Non-Government Company"
"U01132AR2001PTC006465","26-03-2001","ROITONG TEA COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","150,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","GOJUBORDUMSA CHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR2001PTC006560","25-06-2001","SHREE BHEKULIANG TEA PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NHEKULIANGP O SUNPURA ARUNACHAL PRADESH LOHIT Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR2001PTC006668","5-11-2001","SIRU RIJO TEA COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,350,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NEAR HIGER SECONDRY SCHOOLALONG ARUNACHAL PRADESH WEST SIANG Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR2002PTC006986","27-12-2002","SHEDONG TEA COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","200,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","STELLWELLL ROADJAIRAMPUR CHANGLANG ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01132AR2006PTC008239","13-12-2006","KKKK TEA COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00",NA,"Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","AYA MARDE DUMPARIJU Arunachal Pradesh INDIA 791122","Indian Non-Government Company"
"U01132AR2011PTC008326","9-02-2011","PAPUMPARE TEA ESTATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","VILL-RONO, P.O.- DOIMUKH, P.S.- DOIMUKH DIST-PAPUM PARE PAPUM PARE Arunachal Pradesh INDIA 791112","Indian Non-Government Company"
"U01132AR2012PTC008351","25-01-2012","MANABHUM ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","HOUSE OF MILINGTA MANPOONG VILL & P.O. LATHAO LOHIT Arunachal Pradesh INDIA 792103","Indian Non-Government Company"
"U01221AR1993PTC004003","11-10-1993","ARUNACHAL MEAT PRODUCTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","2,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","ITANAGARPAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01300AR2001PTC006500","26-04-2001","KUMKI AGRO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","P O INNAODIST CHANGLANG P S DIYUN ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01400AR2009PTC008284","10-11-2009","ANNEY DONYI ENTERPRISE PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NITI VIHAR, P.O./P.S. ITANAGAR DIST. PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U01400AR2010PTC008291","29-01-2010","AJIT TRADECON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","MEDO, P.O. CHONGKHAM CIRCLE - WAKRO CHONGKHAM Arunachal Pradesh INDIA 792104","Indian Non-Government Company"
"U01400AR2012PTC008361","2-04-2012","RANGMANG AGRO FOOD PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","E-175,WAKRO TOWN CHOWKHAM,LOHIT CHOWKHAM Arunachal Pradesh INDIA 792104","Indian Non-Government Company"
"U01403AR2009PTC008286","17-12-2009","P. APUM ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","ROING P.O. ROING ROING Arunachal Pradesh INDIA 790110","Indian Non-Government Company"
"U01403AR2009PTC008287","23-12-2009","SEIJOSA AGRO-TECH PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","80,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","HOUSE NO.-30(1), GOLOSO, PO-SEIJOSA EAST KAMENG EAST KAMENG Arunachal Pradesh INDIA 790102","Indian Non-Government Company"
"U01403AR2010PTC008322","28-12-2010","KESRI AGROTECH PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","C/O TAJOM, BEHIND LALBAHADUR SHASTRI SCHOOL PASIGHAT BAZAR, BALAJI MANDIR PASIGHAT Arunachal Pradesh INDIA 792002","Indian Non-Government Company"
"U01403AR2012PTC008349","16-01-2012","SAWALET TRADECON PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","C/o Mrs. Mumteng Namchoom Vill. & P.O. Namsai Namsai Arunachal Pradesh INDIA 792103","Indian Non-Government Company"
"U01403AR2013PTC008385","18-04-2013","M.P. TRADECON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","H/O MUHILUM PUL TAMLANAGAR, P.O. TEZU TEZU Arunachal Pradesh INDIA 792001","Indian Non-Government Company"
"U01403AR2013PTC008391","29-05-2013","NAMLOJS AGROVET PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NES/YUMA-29/NRJ TOKO OBI, RCC C SECTOR NAHARLAGUN Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
"U01407AR2013PTC008381","20-03-2013","AGRO INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,000,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","LEGI COMPLEX A-SECTOR NAHARLAGUN Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
"U01407AR2014PTC008407","10-02-2014","MARTUM AND MARKONI AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","Zoo Road Tinali, Rcc, Dist -Papum Pare, Itanagar Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U01409AR1995PTC004433","28-04-1995","SHENZONG AGRO INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","10,000,000.00","50,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","SHERGAON WEST KAMENGDIST KAMENG ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01409AR1996PTC004803","4-07-1996","KOZE ZANGO CO PVT LTD","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","150,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","Koze Zanggo Complex, Pane Korong Opposite Hotel Aane, P.O. & P.S-Pasighat Pasighat Arunachal Pradesh INDIA 791102","Indian Non-Government Company"
"U01409AR1998PTC005513","31-08-1998","ARUNACHAL SELF EMPLOYED ENGINEERS AND CONSULTANTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","4,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","ABOTANI COLONY.ROOM NO 4E SECTOR ITANAGAR DIST PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01409AR1998PTC005620","11-12-1998","FEKIK AGRO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00",NA,"Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","TELI COTTAGE,NEAR AP PSC OFFICE OPP. MLA HOSTEL, DIST.PAPUMPARE ITANAGAR, Arunachal Pradesh INDIA","Indian Non-Government Company"
"U01409AR2001PTC006567","3-07-2001","JULLY MERCHCANDISERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","200,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","G SECTORPAPUMPARE ARUNACHAL PRADESH ITANAGAR Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U01409AR2005PTC007802","30-06-2005","HILL TRIBES MUSHROOM AND POULTRY PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","300,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","NITI VIHARITANAGAR ARUNACHAL PRADESH. Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U01409AR2010PTC008306","11-06-2010","TOWSIK TRADECON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","HAYULIANG, PO-HAYULIANG ANJAW Arunachal Pradesh INDIA 792102","Indian Non-Government Company"
"U01409AR2013PTC008400","5-12-2013","MACHHELEY TRADECON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","E-137, Village Lathao P.O. Namsai Lohit Arunachal Pradesh INDIA 792103","Indian Non-Government Company"
"U02001AR1977SGC001693","31-03-1977","ARUNACHAL PRADESH FOREST CORPORATION LIMITED","DORMANT","Private","Company Limited by Shares","62,000,000.00","44,972,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","VAN VIHAR CHIMPU POST BOX NO 123 ITANAGAR Arunachal Pradesh INDIA 791111","State Government Company"
"U02001AR2007PTC008243","2-01-2007","GADI AGRO FORESTRY & MINING COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","POLO COLONY, NAHARLAGUN DIST PAPUM PARE NAHARLAGUN Arunachal Pradesh INDIA 797110","Indian Non-Government Company"
"U02001AR2014PTC008405","22-01-2014","HIGHLAND EAST AGROCON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","C/O WANGKAP LOWANG, VILL: PANSUMTHONG (12-MILE) P.O.KHONSA TIRAP Arunachal Pradesh INDIA 783630","Indian Non-Government Company"
"U05004AR2001PTC006669","5-11-2001","KON INTEGRATED FISHERY-LIVESTOCK & AGRO-BASED FARM PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Agriculture and Allied Activities","D SECTORNIRJULI DISTRICT PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA 791109","Indian Non-Government Company"
"U10100AR2012PTC008359","26-03-2012","AETHER MINING AND MINERALS COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","1,100,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","LEGI COMPLEX A-SECTOR NAHARLAGUN Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
"U10102AR1994PTC004330","29-12-1994","DONYI POLO INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","10,000,000.00","2,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","ABO TANI HOUSEGANGA MARKET ITANAGTAR DIST PAPUMPARE ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U10102AR1999PLC005728","12-04-1999","NAMCHIK MINING AND ENGINEERING COMPANY LIMITED","STRIKE OFF","Public","Company Limited by Shares","10,000,000.00","55,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","ARUNACHAL PRADESH Arunachal Pradesh INDIA","Indian Non-Government Company"
"U10102AR2007PTC008246","3-08-2007","NAMCHIK COAL PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","900,000.00","250,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","NAMCHIC P.O KHARSANG MIAO Arunachal Pradesh INDIA 792122","Indian Non-Government Company"
"U10102AR2008PLC008257","19-03-2008","CONCAST CEMENT INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000.00","500,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","N.S. 52 BANDARDEVA Arunachal Pradesh INDIA 791123","Indian Non-Government Company"
"U10200AR2010PTC008313","7-09-2010","PATKAI TECHNOLOGIES & MINING COMPANY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","c/o Capital Enterprises, C Sector, Bora Pani Bazar, Naharlagun Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
"U11100AR2008PTC008259","20-03-2008","NYIMI HYDROCARBON & ENERGY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,500,000.00","600,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","C/o Sri Taring Niki, RCC Bldg, Nyokum Lapang Itanagar Public School Itanagar Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U11100AR2008PTC008267","18-06-2008","APIK MINING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","Khyoda Namlo Papu Nallah, Naharlagun Naharlagun Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
"U11101AR2010PLC008294","5-03-2010","SATYAM (NORTH EAST) ENERGY LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","500,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","N.H. -52 BANDARDEWA Arunachal Pradesh INDIA 791123","Indian Non-Government Company"
"U14107AR1991SGC003531","27-03-1991","ARUNACHAL PRADESH MINERAL DEVELOPMENT AND TRADING CORPN LTD LTD","DORMANT","Private","Company Limited by Shares","50,000,000.00","24,822,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","POST BOX NO 147, ITANAGAR Arunachal Pradesh INDIA 791111","State Government Company"
"U14107AR1999PTC005827","22-07-1999","NAMCHIK MINERALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","509,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","P.O. KHARSANG DIST -CHANGLANG CHANGLANG Arunachal Pradesh INDIA 792122","Indian Non-Government Company"
"U14107AR2011PTC008338","8-08-2011","ARUNACHAL LIME INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","200,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","TARAJULI VILLAGE, BANDERDEWA, PAPUMPARE Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
"U14107AR2011PTC008340","10-08-2011","NALO COMMERCIAL INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","200,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","C/O SUSHIL NALO, TG COLONY DAPORIJO UPPER SUBANSIRI Arunachal Pradesh INDIA 791122","Indian Non-Government Company"
"U14200AR2011PTC008328","5-04-2011","GICHOLIN MINERAL TRADING PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","BANK TINALI ITANAGAR Arunachal Pradesh INDIA 791111","Indian Non-Government Company"
"U14200AR2011PTC008336","4-08-2011","ARUNACHAL BRICKS INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","200,000.00","Arunachal Pradesh","RoC-Shillong","Mining & Quarrying","TARAJULI VILLAGE, BANDERDEWA PAPUMPARE Arunachal Pradesh INDIA 791110","Indian Non-Government Company"
