"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","ROC","DESCRIPTION","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U13203PY1993PTC000864","2-3-1993","ZIGMA CASTINGS PVT LTD","DORMANT","PRIV","CLSH",3.45845952088873e-318,1.1116477031428e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","7TH CROSS (SERVICE AREA)PIPDIC INDUSTRIAL ESTATE SEDARAPET PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U13203PY2003PTC001741","12-17-2003","BEACH MINERALS COMPANY PONDICHERY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",3.45845952088873e-318,3.45845952088873e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","255,THIRUNALLAR ROAD,KARAIKAL 609 602, PONDICHERRY. KARAIKAL 609 602 Pondicherry INDIA 609602","Indian Non-Government Company"
"U13204PY1982PTC000202","9-23-1982","HAMIDOU GEM CUTTING FACTORY PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-318,0,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","pondicherry Pondicherry INDIA","Indian Non-Government Company"
"U13204PY2011PTC002621","9-20-2011","JAY ACE MINES & MINERALS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,1.09929606199677e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","167A, ARUL PADAYACHI STREET NELLITHOPE PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U13209PY1985PTC000324","5-10-1985","PONDY HYDRA MAGNE PVT LTD","DORMANT","PRIV","CLSH",2.47032822920623e-318,2.32210853545386e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","CHINNA KALAPETPONDICHERRY 605 104 Pondicherry INDIA","Indian Non-Government Company"
"U13209PY1985PTC000376","12-17-1985","SREE GOMATHI STEEL PVT LTD","ACTIVE","PRIV","CLSH",1.48219693752374e-317,1.1020134230489e-317,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","NO.1, AISWARYA APARTMENTSVALLALAR HIGH ROAD KAMARAJ NAGAR PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U13209PY1988PTC000608","11-25-1988","SHARP ABRASIVES PVT LTD.","DORMANT","PRIV","CLSH",1.23516411460312e-317,1.23516411460312e-317,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","8/2 K.M STONEBLOOD BANK ROAD DARIYAL TIPPA Pondicherry INDIA","Indian Non-Government Company"
"U13209PY1990PTC000664","1-29-1990","MADRAS ALLOYS AND CASTINGS PVT. LTD.","DORMANT","PRIV","CLSH",3.45845952088873e-318,3.14225750755033e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","A-62, SEDARAPET INDUSTRIALESTATE, PONDICHERRY. Pondicherry INDIA","Indian Non-Government Company"
"U13209PY1992PTC000795","2-27-1992","VEGA ALLOY STEEL PVT LIMITED","STRIKE OFF","PRIV","CLSH",1.23516411460312e-317,1.97626258336499e-319,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","B-19,INDUSTRIAL ESTATESEDHARAPET PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U13209PY1996PTC001201","3-1-1996","SDI METALS PRIVATE LIMITED","DORMANT","PRIV","CLSH",9.88131291682493e-318,9.85166897807446e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","B-66, PIPDIC INDUSTRIAL ESTATESEDARAPET, PONDICHERRY - Pondicherry INDIA","Indian Non-Government Company"
"U14102PY1985PTC000360","9-30-1985","PONDICHERRY GRANITES PVT LTD","DORMANT","PRIV","CLSH",1.48219693752374e-318,1.48219693752374e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","PONDY - VILLUPURAM ROADTHIRUVANDAR KOIL VILLAGE, PONDICHERRY PONDICHERy Pondicherry INDIA","Indian Non-Government Company"
"U14102PY1986PTC000448","9-29-1986","RAJ GRANITES PVT LTD","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,3.86606367870775e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","A 56/57 PIPDIC INDUSTRIALESTATE, SEDRAPET PONDICHERRY 605 101 PONDICHERRY 605 101 Pondicherry INDIA 605101","Indian Non-Government Company"
"U14102PY1986PTC000449","11-6-1986","ARASON GRANITES PVT LTD.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,0,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","69/A, Coundappa Madaliar St., pondicherry Pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U14102PY1989PTC000648","9-13-1989","USHA GRANITES PVT. LTD","DORMANT","PRIV","CLSH",2.96439387504748e-318,2.22329540628561e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","THIRUVANDARKOILMANNADIPET COMMUNE PONDY VILLUPURAM ROAD NH VIA PONDICHERY Pondicherry INDIA","Indian Non-Government Company"
"U14102PY1991PTC000764","8-26-1991","SUN MOON GRANITES PVT LTD","DORMANT","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","R.S.NO.10/A, MAILAM ROAD,SEDURAPET VILLAGE, PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U14102PY1992PTC000802","3-26-1992","PRIYA GRANITES PVT LTD","ACTIVE","PRIV","CLSH",9.88131291682493e-318,9.88131291682493e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","29,2ND MAIN ROADNATESA NAGAR PONDICHERRY - 605 005. PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U14102PY1993PTC000895","6-25-1993","AMBUJA GRANITES PVT LTD","DORMANT","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","126 Muthumariamman Koil Street Pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U14102PY1996PTC001239","7-12-1996","MORIAH EXPORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,1.54148481502469e-318,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","NO. 41, PERUMAL KOIL STREET,IST FLOOR, PONDICHERRY 605 001 PONDICHERRY 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U14102PY2001PTC001580","3-26-2001","ESSEL SAND STONE EXPORT PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","M.DHAMARAI BUILDINGNO.16,ZAMINDAR GARDEN PONDICHERRY PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U14102PY2002PTC001625","1-18-2002","MIDWEST GRANITE (PONDICHERRY) PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,NA,"Pondicherry","RoC-Pondicherry",NA,"NO.127, BUSSY STREET,PONDICHERRY- 605001 PONDICHERRY - 605 001 Pondicherry INDIA","Indian Non-Government Company"
"U14200PY2014PTC002915","10-9-2014","VISSHWA METALS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","Saraswathi Complex- First Floor R.S. No.36/5, Pathukannu, Villianur Road, PONDICHERRY Pondicherry INDIA 605502","Indian Non-Government Company"
"U14219PY2005PTC001839","2-7-2005","BALA MURUGAN COMPANY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.48219693752374e-316,1.43773102939803e-316,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","NO.255, THIRUNALAR ROAD,KARAIKAL-609602. 609602. 609602. Pondicherry INDIA 609602","Indian Non-Government Company"
"U14290PY2009PTC002351","8-31-2009","JEET PROJECTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Mining & Quarrying","414, BHARATHI STREET PUDUCHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15101PY2005PTC001861","5-2-2005","AAKASH AUTOMOBILES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",6.42285339593621e-317,6.42285339593621e-317,"Pondicherry","RoC-Pondicherry",NA,"63,AMBALATHADAYAR MADAM STREET PONDICHERRY 605 001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U15124PY1985PTC000336","7-25-1985","SEVEN SEAS PRODUCTS PVT LTD","STRIKE OFF","PRIV","CLSH",9.88131291682493e-318,4.94065645841247e-320,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","108, M.G.Road, pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U15132PY1994PLC001002","9-26-1994","AQUA FOOD PRODUCTS DEVELOPMENT AND EXPORT INDIA LIMITED","STRIKE OFF","PUBC","CLSH",4.94065645841247e-318,0,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","2, RAJA RAJESWARI NAGARIST FLOOR PONDICHERRY PIN 605 011 Pondicherry INDIA","Indian Non-Government Company"
"U15132PY2013PTC002782","4-2-2013","GMT ICE & CREAM ART (INDIA) PRIVATE LIMITED","ACTIVE","PRIV","CLSH",3.70549234380935e-317,3.53358417860147e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","MAISON COLOMBANI 62, GOUBERT AVENUE PONDICHERRY Pondicherry INDIA 605007","Indian Non-Government Company"
"U15132PY2013PTC002786","4-19-2013","GEVIKA AGRO FOOD PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","C 29, INDUSTRIAL ESTATE, THATTANCHAVADY PONDICHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U15134PY2008PTC002182","6-13-2008","RUKSHA F & F INGREDIENTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-318,0,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","R.S.35/3,4,5,6,7, MAIN ROAD , ERIPAKKAM , NETTAPAKKAM COMMUNE, PUDUCHERRY Pondicherry INDIA 605106","Indian Non-Government Company"
"U15137PY2011PTC002625","10-10-2011","SRI VIJAYAGANAPATHY FOOD PRODUCTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","107 & 109 ESWARAN KOIL STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15137PY2011PTC002631","10-20-2011","MARCATUS INTERNATIONAL FOODS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.72922976044436e-315,1.56024690851895e-315,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.58, 2ND FLOOR, CANTEEN STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15137PY2013PTC002833","11-8-2013","SMR BEVERAGES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,2.47032822920623e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.59, FIRST FLOOR, WESTERN SIDE, KONDA REDDYAR STREET, REDDIYARPALAYAM PUDUCHERRY Pondicherry INDIA 605010","Indian Non-Government Company"
"U15137PY2014PTC002874","3-21-2014","MKV ORGANICS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO 184 PILLAIYAR KOIL STREET, PILLAICHAVADY PONDICHERRY Pondicherry INDIA 605014","Indian Non-Government Company"
"U15137PY2014PTC002892","7-21-2014","ART FOOD PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","59/4A, Annai Nagar, Alankuppam, Irumbai PO, Pondicherry Pondicherry INDIA 605111","Indian Non-Government Company"
"U15137PY2014PTC002901","8-25-2014","ALIYAN RETAIL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","T-6, III Floor, 100, Jawaharlal Nehru Street, PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15137PY2014PTC002919","10-30-2014","AURGANICS FOOD PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","RS No. 59/4A, ANNAI NAGAR ALANKUPPAM PUDUCHERRY Pondicherry INDIA 605111","Indian Non-Government Company"
"U15139PY2008PTC002116","1-2-2008","ITALIAN FOODS & TRADING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-322,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.55,CALVE SUBBRAYA CHETTY STREET PUDUCHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15140PY2010PTC002471","7-1-2010","PANDI DEVI OIL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.13635098543487e-315,1.13635098543487e-315,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","OLD THIRUBUVANAI ROAD THIRUBUVANAI PONDICHERRY Pondicherry INDIA 605107","Indian Non-Government Company"
"U15142PY1974PTC000123","10-1-1974","COMMERCE, UNDER SRI AUROBINDO'S GUIDENCE PVT LTD","DORMANT","PRIV","CLSH",2.47032822920623e-318,5.92878775009496e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","8-A SURCOUF STREETPONDICHERRY PONDICHERRY Pondicherry INDIA 605002","Indian Non-Government Company"
"U15142PY1978PTC000159","9-18-1978","LAXMI OIL MILLS PVT LTD","DORMANT","PRIV","CLSH",9.88131291682493e-318,8.89318162514244e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","4-198 DRAKSHARAMA ROADYANAM 533 464 Pondicherry INDIA","Indian Non-Government Company"
"U15142PY1989PTC000630","5-3-1989","K.RAJA RAJAN OIL AND GENERAL MILLS PVT.LTD.","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,5.92878775009496e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","9 THIRUVALLUVAR SALAIPILLAI THOTTAM PONDICHERRY 13 PONDICHERRY 13 Pondicherry INDIA 605013","Indian Non-Government Company"
"U15142PY2003PTC001700","4-16-2003","PONDY EDIBLES PRIVATE LIMITED","DORMANT","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.40, PSC BANK NAGAR,II FLOOROPP.RTO OFFICE MUDALIARPET, PONDICHERRY-605004. 605004. Pondicherry INDIA 605004","Indian Non-Government Company"
"U15142PY2004PLC001823","12-8-2004","ARR OILS LIMITED","STRIKE OFF","PUBC","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.42, ANANDARANGA NAGAR,III CROSS, PONDICHERRY-605009. 605009. Pondicherry INDIA 605009","Indian Non-Government Company"
"U15143PY1978PTC000151","1-21-1978","PONDICHERRY EXTRACTION INDUSTRIES PVT.LTD.","ACTIVE","PRIV","CLSH",1.48219693752374e-317,8.60563541926283e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","J. K. TOWERS FIRST FLOOR, 100 FEET ROAD PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U15143PY1996PTC001234","6-26-1996","MURALI AGRO EXPORTERS PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","76,MADAGATIPATTU MAIN ROAD,KARIAMANIKAM NETTAPAKKAM POST-605106 NETTAPAKKAM POST-605106 Pondicherry INDIA 605106","Indian Non-Government Company"
"U15143PY2006PTC001928","1-9-2006","SHRI L S R AGRO FOODS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","45/1, THIRUBHUVANAISANYSIKUPPAM ROAD THIRUBHUVANAI POST PONDICHERRY Pondicherry INDIA 605107","Indian Non-Government Company"
"U15200PY1997PLC001357","11-26-1997","SURAJ DAIRY LIMITED","DORMANT","PUBC","CLSH",4.94065645841247e-318,3.45845952088873e-320,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","151,FIRST FLOORVELLALAR STREET PONDICHERRY 605 001 Pondicherry INDIA","Indian Non-Government Company"
"U15201PY1993PTC000861","1-25-1993","WINNER DAIRY PVT LTD","ACTIVE","PRIV","CLSH",4.94065645841247e-317,2.58796031882458e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","KALITHEERTHALKUPPAM VILLAGE, MADAGADIPATTI POST Pondicherry Pondicherry INDIA 605107","Indian Non-Government Company"
"U15205PY1986PTC000452","11-7-1986","PONDY FROZN FOODS PVT LTD.,","DORMANT","PRIV","CLSH",1.48219693752374e-318,9.88131291682493e-321,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","118 JAWAHARLAL NEHRU STREETPONDICHERRY 1 605 001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U15209PY1992PLC000850","12-9-1992","FOODS AND FLAVOURS LIMITED","STRIKE OFF","PUBC","CLSH",4.94065645841247e-318,2.47378668872712e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","C/O PROTCHEMINDUSTRIES(INDIA)LTD,ABISHEKAPAKKAM PONDICHERRY PONDICHERRY Pondicherry INDIA 605003","Indian Non-Government Company"
"U15209PY2004PTC001828","12-17-2004","MOTHER CARE DAIRY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.107, YANAM VENKATACHALAMPILLAI STREET, PONDICHERRY-605001. 605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U15209PY2006PTC001956","5-25-2006","JAS DELICACIES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.15015142506647e-317,4.15015142506647e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","123,LAL BAHADUR SASTRY STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15311PY1984PTC000295","12-31-1984","PONDY ROLLER FLOUR MILLS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.69362363549184e-317,7.4109846876187e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","CHALAKKARA , MAHE 673 311 CHALAKKARA , MAHE 673 311 Pondicherry INDIA 673311","Indian Non-Government Company"
"U15311PY2014PTC002869","3-13-2014","MARIGOT AGRO PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-318,9.88131291682493e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.9, MUTHIAMUTHALIAR STREET, MUTHIALPET PUDUCHERRY Pondicherry INDIA 605003","Indian Non-Government Company"
"U15312PY1984PTC000253","3-20-1984","EASWARI MODERN RICE MILLS PVT LTD","ACTIVE","PRIV","CLSH",7.4109846876187e-317,2.4950315114983e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","A-48 to 51 PIPDIC INDUSTRIAL ESTATE METTUPALAYAM PUDUCHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U15312PY1984PTC000270","7-23-1984","SRI GAYATHRI MODERN RAW AND BOILED RICE MILLS PVT.LTD.","ACTIVE","PRIV","CLSH",2.47032822920623e-316,2.86582777870215e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","DOOR NO.10-455, ADIVIPOLAMYANAM 533 464 YANAM 533 464 Pondicherry INDIA 533464","Indian Non-Government Company"
"U15312PY1986PTC000382","1-10-1986","YANAM AGRO-OIL INDUSTRIES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",5.92878775009496e-318,4.88630923736993e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","36/2 & 36/4 METTAKURU VILLAGE, YANAM Pondicherry INDIA 533464","Indian Non-Government Company"
"U15326PY1985PTC000368","11-25-1985","AMBATI OILS AND REFINERIES PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,9.88131291682493e-321,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","vishalam street Yanam,pondicherry Pondicherry INDIA","Indian Non-Government Company"
"U15331PY1988PLC000579","5-3-1988","SURYAMEL FEEDS LTD.","STRIKE OFF","PUBC","CLSH",4.94065645841247e-316,8.74341550591858e-317,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","61A,16TH CROSS,RAJAJINAGAR,PONDICHERRY-605008 pondicherry Pondicherry INDIA","Indian Non-Government Company"
"U15332PY1990PTC000699","9-3-1990","DELTA AGROVET PVT LTD","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,1.48219693752374e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","DOOR NO.3-32, KAMISETTI STREET[HOUSE OF MR. K. V. B. SAI] YANAM 533454 YANAM 533454 Pondicherry INDIA 533454","Indian Non-Government Company"
"U15339PY1998PTC001395","5-15-1998","MOOKA FEEDS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.44659081257122e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","PLOT NO. 22, RURAL INDUSTRIALESTATE KATTUKUPPAM PONDICHERRY 607 402. Pondicherry INDIA 607402","Indian Non-Government Company"
"U15400PY1994PLC000945","3-2-1994","KAMALA BIO-AQUA FEEDS AND FARMS LIMITED","STRIKE OFF","PUBC","CLSH",1.23516411460312e-317,1.72922976044436e-321,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","61-A, 16TH CROSS, RAJAJINAGAR,LAWSPET PONDICHERRY 605 008 Pondicherry INDIA","Indian Non-Government Company"
"U15400PY2010PTC002453","5-12-2010","SAMIKS NUTRASCIENCES PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","23, II FLOOR, VALLALAR SALAI RAJA RAJESWARI NAGAR PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U15410PY1986PLC000458","11-17-1986","SESHADRI SNACK FOODS LTD.","STRIKE OFF","PUBC","CLSH",4.94065645841247e-318,4.94065645841247e-320,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","152 A, Anna salai, Pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U15410PY2009PTC002318","6-9-2009","RERA CONSUMER CARE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-319,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","49, 4th CROSS STREET RAINBOW NAGAR PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U15410PY2010PTC002493","9-7-2010","EBONY FOODS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","NO.319, MISSION STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U15411PY1985PTC000367","11-21-1985","KRANCY FOODS PVT LTD","STRIKE OFF","PRIV","CLSH",3.70549234380935e-319,4.94065645841247e-320,"Pondicherry","RoC-Pondicherry","Manufacturing (Food stuffs)","41, UDAYAR STREET,PAKKAMUDAYANPET, PONDICHERRY-8. Pondicherry INDIA","Indian Non-Government Company"
