"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U72900MZ2000PTC006005","25-01-2000","COATES INFORMATION TECHNOLOGY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","20,000.00","Mizoram","RoC-Shillong","Business Services","2ND FLOOR R B COMPLEXZARKAWT AIZWAL MIZORAM Mizoram INDIA 796001","Indian Non-Government Company"
"U74140MZ2001PTC006564","2-07-2001","BIOSC MANAGEMENT CENTRE MIZORAM PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Mizoram","RoC-Shillong","Business Services","E 78 CHAWNGA ROAD KHATLAAIZWAL MIZORAM Mizoram INDIA 796001","Indian Non-Government Company"
"U74140MZ2008PLC008251","2-10-2008","MIZORAM FINANCIAL CONSULTANCY SERVICES LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00",NA,"Mizoram","RoC-Shillong","Business Services","H. NO.95, RAMTHAR VENG SIHPUI VENG AIZAWL Mizoram INDIA 796001","Indian Non-Government Company"
"U74210MZ2001PTC006609","30-08-2001","MIZORAM TECHNOCRATS COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","105,000.00","Mizoram","RoC-Shillong","Business Services","ITI VENG AIZAWLDISTRRICT AIZAWL MIZORAM Mizoram INDIA","Indian Non-Government Company"
"U74900MZ2010PTC008261","9-08-2010","HILL-TRIBES ENTERPRISE PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Mizoram","RoC-Shillong","Business Services","C/O HLUNA PAKHUANGTE, HOUSE NO B/33 PANGDAILO BUILDING, MC DONALD HILL, ZARKAWT AIZAWL Mizoram INDIA 796007","Indian Non-Government Company"
"U74900MZ2015NPL008282","30-01-2015","AIZAWL CRICKET LEAGUE","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Mizoram","RoC-Shillong","Business Services","Model Veng,Aizawl, H.Thanhrila Building Aizawl Mizoram INDIA 796001","Indian Non-Government Company"
"U74920MZ2002PLC006810","20-05-2002","MOUNTAIN SECURITY SERVICES LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","500,000.00","Mizoram","RoC-Shillong","Business Services","LAIHNUNA BUILDING SIKULPUI ROAD DIST AIZAWAL AIZAWAL Mizoram INDIA 796001","Indian Non-Government Company"
"U75132MZ1978SGC001732","27-02-1978","ZORAM INDUSTRIAL DEVELOPMENT CORPORATION LTD","ACTIVE","Public","Company Limited by Shares","200,000,000.00","157,810,000.00","Mizoram","RoC-Shillong","Community, personal & Social Services","UPPER KHATLA AIZWAL Mizoram INDIA 796001","State Government Company"
"U80302MZ1998PTC005313","21-01-1998","MIZORAM RESOURCES DEVELOPMENT PVT LTD.","DORMANT","Private","Company Limited by Shares","5,000,000.00","1,435,100.00","Mizoram","RoC-Shillong","Community, personal & Social Services","TUIKHUAH TLANG AIZAWL Mizoram INDIA 796001","Indian Non-Government Company"
"U85110MZ1990PTC003430","19-04-1990","GREENWOOD HOSPITAL PVT LTD","ACTIVE","Private","Company Limited by Shares","12,500,000.00","11,637,300.00","Mizoram","RoC-Shillong","Community, personal & Social Services","BAWNGKAWN AIZAWL Mizoram INDIA","Indian Non-Government Company"
"U92100MZ2011PTC008262","25-03-2011","ZONET CABLE TV PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","46,543,570.00","Mizoram","RoC-Shillong","Community, personal & Social Services","ZORUM, 3RD FLOOR, REV. ZAIREMA BUILDING, ZARKAWT, AIZAWL Mizoram INDIA 796001","Indian Non-Government Company"
