"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U10100CT2000PTC014130","23-03-2000","RAIPUR COAL FEEDER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","12,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","1ST FLOOR MOHSIN MARKET M.G. ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2006PTC018532","3-04-2006","GOKUL WASHERY AND CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","994,060.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","NARMADA VIHAR, SATKAR HOTEL GALI, STATION ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2007PTC020355","23-08-2007","SEEMA CEMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","198,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","O-1, Farishta Complex Rajbandha Maidan, G. E. Road RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2007PTC020361","30-08-2007","SANTOSH MINERALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","184,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","O-1, Farishta Complex Rajbandha Maidan, G. E. Road RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2008PLC020943","21-11-2008","BHASKARPARA COAL COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","750,000,000.00","171,861,770.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","CRYSTAL TOWER, 1ST FLOOR, G. E. ROAD OPP. MINOCHA PETROL PUMP, TELIBANDHA RAIPUR Chhattisgarh INDIA 492006","Indian Non-Government Company"
"U10100CT2008PTC020663","19-05-2008","FATEHPUR COAL MINING COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","60,000,000.00","1,200,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","Flat No.302, Govardhan Tower, Chaytanya Nagar,Dhimrapur Road Raigarh Chhattisgarh INDIA 496001","Indian Non-Government Company"
"U10100CT2008PTC020930","14-11-2008","ADITYA INTECT RESOURCES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00",NA,"Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","FIRST FLOOR, JAINAB MENTION INDIAN COFFEE HOUSE ROAD, BANSTALL RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2008SGC020631","11-04-2008","CMDC ICPL COAL LIMITED","ACTIVE","Public","Company Limited by Shares","2,000,000,000.00","826,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","District Cooperative Bank Building, 4th Floor, Rajbandha Maidan, G. E. Road Raipur Chhattisgarh INDIA 492001","State Government Company"
"U10100CT2008SGC020992","30-12-2008","CHHATTISGARH SONDIHA COAL COMPANY LIMITED.","ACTIVE","Public","Company Limited by Shares","220,000,000.00","219,387,760.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","FLAT NO. 103, BLOCK E, PARK RESIDENCY TELIBANDHA RAIPUR Chhattisgarh INDIA 492006","State Government Company"
"U10100CT2009PTC021077","26-02-2009","ARYAVRAT COAL BENEFICIATIONS & POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","9,500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","BUDHIA BAGICHA, KUDUDAND BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10100CT2009PTC021124","25-03-2009","KEDIA TRADE COM PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","200,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","PARK RESIDENCY BLOCK E TELEBANDHA ROAD NEAR SIBBAL PALACE RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2009PTC021125","27-03-2009","OM SAI COAL WASHERY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","AT PATHAK PARA MUNGELI BILASPUR Chhattisgarh INDIA 495334","Indian Non-Government Company"
"U10100CT2009PTC021499","15-12-2009","ARPA FUEL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,450,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","MITTAL CHAMBERS NEAR DEEP HOTEL,LINK ROAD BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10100CT2010PTC021629","5-03-2010","MAA GULAB COAL AND CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","NEAR SANT HARKEVAL DAS AASHRAM DUTTA COLONY, MANENDRAGARH ROAD AMBIKAPUR Chhattisgarh INDIA 497001","Indian Non-Government Company"
"U10100CT2010PTC021807","7-05-2010","SWARN COAL BENEFICATIONS AND POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","102,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","PLOT NO 29, TRANSPORT NAGAR INDIRA RESIDENTAL CUM COMMERCIAL COMPLEX, KORBA Chhattisgarh INDIA 495678","Indian Non-Government Company"
"U10100CT2010PTC021834","18-05-2010","NIKHIL COKE AND MINERALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","25,000,000.00","14,300,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","C/O MARUTI POINT, SAVITRI NAGAR, KOTRA ROAD, RAIGARH Chhattisgarh INDIA 496001","Indian Non-Government Company"
"U10100CT2011PTC000050","7-12-2011","OMAX MINERALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","14,128,330.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","OFFICE BLOCK 51 KRISHNA VIHAR RAIGARH Chhattisgarh INDIA 496001","Indian Non-Government Company"
"U10100CT2011PTC022321","22-02-2011","BLUESCOPE COAL WASHERY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,900,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","20, NEW CLOTH MARKET PANDRI RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2011PTC022741","2-11-2011","COMFORT MINES & MINERALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","16 CENTRAL AVENUE, 1ST FLOOR, CHOUBEY COLONY, RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2012PLC000384","4-06-2012","NAGA COAL MINES (INDIA) LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","1st Floor, Office Building 557,563, Urla Industrial Area Raipur Chhattisgarh INDIA 493221","Indian Non-Government Company"
"U10100CT2012PTC000295","20-04-2012","ULTRA COAL MINERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","150,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","BAJPAI HOUSE NEAR CHHATTISGARH SCHOOL BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10100CT2014PTC001602","12-12-2014","MUKUND COAL FIELDS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","SHOP NO. 218-219, 2ND FLOOR, LAL GANGA MIDAS COMPLEX, FAFADIH RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10100CT2015PTC001637","28-01-2015","ARS COAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,500,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","A-53, 5th Floor, Ashoka Millenium Ring Road No.1, New Rajendra Nagar Raipur Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10101CT1991PTC006408","29-04-1991","BUNDELKHAND SMOKELESS FUEL MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","781,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","A.B. KRANTINAGAR, BILASPUR BILASPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U10101CT1991PTC006494","6-06-1991","SINGHANIA COKE & COAL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","2,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","P.O. NIORA,DISTT. RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U10101CT1996PTC011473","17-12-1996","ARPA SALES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","11,405,900.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","MARUTI BUILDING BUS STAND ROAD BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10101CT2003PLC015996","5-08-2003","CHHATTISGARH CORUNDUM MINES LIMITED","ACTIVE","Public","Company Limited by Shares","27,000,000.00","4,815,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","1, MALVIYA NAGAR DURG Chhattisgarh INDIA 491001","Indian Non-Government Company"
"U10101CT2006PLC020065","31-08-2006","HIM SAGAR MINERALS LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","G-16, HIRA ARCADE NEAR NEW BUS STAND, PANDRI RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10101CT2006PTC020090","22-09-2006","INDERMANI ASSOCIATES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,280,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","FLAT NO. 404, BLOCK -B, OM COMPLEX FAFADIH CHOWK RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10101CT2006PTC020155","30-12-2006","PHIL COAL BENEFICATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","11,000,000.00","4,870,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","B-10, SAI PLAZA, LINK ROAD BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10101CT2007PTC020161","9-01-2007","MADANPUR (NORTH) COAL COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","250,000,000.00","103,154,120.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","NAVBHARAT UDYOG BHAWAN RING ROAD NO-1 TELIBANDHA RAIPUR Chhattisgarh INDIA 492006","Indian Non-Government Company"
"U10101CT2007PTC020166","15-01-2007","SIDHHI VINAYAK MINING & POWER PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","200,000.00",NA,"Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","44/487ARIHANT NIWAS SATTI BAZAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10101CT2007PTC020173","19-01-2007","SHRI HANUMAN COAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","9,500,000.00","8,208,040.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","BUNGALOW NO.2, AVANTI GARDEN DALDAL SEONI, MOVA ROAD RAIPUR Chhattisgarh INDIA 492004","Indian Non-Government Company"
"U10101CT2009PTC021034","4-02-2009","GOEL COAL SIZING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","2,480,870.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","FLAT NO. C-203, ASHOKA RATAN, VIP ESTATE, VIDHANSABHA ROAD, RAIPUR Chhattisgarh INDIA 492017","Indian Non-Government Company"
"U10101CT2009PTC021223","9-06-2009","CHHATTISGARH NATURAL RESOURCES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,800,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","E-150, FIRST FLOOR, BHIMSEN BHAWAN MARG, SAMTA COLONY RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10101CT2009PTC021226","15-06-2009","PRIYANSHI COAL FEEDER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","300,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","PRIYANSHI COAL FEEDER PRIVATE LIMITED IN FRONT OF BHARAT MATA SCHOOL, TATIBANDH RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10101CT2011PTC022631","19-08-2011","DEAVNARA COAL FIELDS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000,000.00","177,150,570.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","ROOM NO. 219, 2ND FLOOR, """"MIDAS"""," BILASPUR ROAD FAFADIH RAIPUR Chhattisgarh INDIA 492001"""
"U10101CT2015SGC001636","28-01-2015","KERWA COAL LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","10,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","Sona Khan Bhawan Ring Road No 1, Village Purena Raipur Chhattisgarh INDIA 492001","State Government Company"
"U10102CT1985GOI003161","28-11-1985","SOUTH EASTERN COALFIELDS LIMITED","ACTIVE","Private","Company Limited by Shares","13,000,000,000.00","3,597,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","SEEPAT ROAD, Chhattisgarh-495006 BILASPUR Chhattisgarh INDIA 495006","Union Government Company"
"U10102CT1999PLC013498","29-04-1999","NAVBHARAT COALFIELDS LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","502,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","NAVBHARAT UDYOG BHAWAN, RING ROAD-I, TELEBANDHA , RAIPUR Chhattisgarh INDIA 492006","Indian Non-Government Company"
"U10102CT2005PTC017764","7-07-2005","SHREE RADHE COALFIELDS AND WASHERIES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","5,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","114, LINK ROAD OPP. CMDCOLLEGE BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10102CT2008PTC020640","21-04-2008","FATEHPUR EAST COAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","250,000,000.00","171,992,790.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","GROUND FLOOR, VANDANA BHAWAN M. G. ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10102CT2009PTC021265","3-07-2009","TECHNOBLAST MINING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","340,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","19, KRISHNA SHOPPING MALL, JAGATPURA ROAD CHAITANYA NAGAR RAIGARH Chhattisgarh INDIA 496001","Indian Non-Government Company"
"U10102CT2010SGC022194","6-12-2010","CSPGCL AEL PARSA COLLIERIES LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","1,600,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","HOUSE NO. 30, MAULSHRI - VIHAR, VIP ROAD, RAIPUR Chhattisgarh INDIA 492001","State Government Company"
"U10106CT1991PTC006737","30-10-1991","BLUE BIRD CEMENT PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Chhattisgarh","RoC-Chhattisgarh",NA,"C.G. C.G. Chhattisgarh INDIA","Indian Non-Government Company"
"U10200CT2003PTC016237","25-11-2003","FARUQI MINING RESOURCES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","HO 11031/248 CIVIL LINES RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10200CT2004PTC016893","27-08-2004","UTSAV COAL SUPPLIERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,285,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","DUKAN PARA KHARORA TAHSEAL TILDA RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U10200CT2007PTC020284","5-06-2007","SHUBH MINING AND CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","WARD NO. 2, MADAM CHOWK NEAR DAMMANI PETROL PUMP, NAYAPARA RAJIM Chhattisgarh INDIA 493881","Indian Non-Government Company"
"U10200CT2007PTC020336","2-08-2007","JAYEM COAL BENEFICATION AND POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","19,600,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","RAJEEV PLAZA NEAR BUS STAND BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U10200CT2007PTC020386","28-09-2007","PERIWINKLE CEMENT & MINING INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","39 MOTILAL NEHRU NAGAR BHILAI Chhattisgarh INDIA 490020","Indian Non-Government Company"
"U10200CT2008PTC020581","26-02-2008","POWER CITY COAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,520,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","28, SUBDHA COMPLEX T.P.NAGAR KORBA Chhattisgarh INDIA 495677","Indian Non-Government Company"
"U10200CT2009PTC021080","27-02-2009","QUALITY WASHERY & ENERGY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","11,Bhagat Complex Agrasen Marg Kharsia Chhattisgarh INDIA 496661","Indian Non-Government Company"
"U10200CT2009PTC021111","18-03-2009","JAIHIND MINERAL EXPLORATION AND ENERGY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","HOUSE NO. 2 RAVI NAGAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10200CT2009PTC021221","9-06-2009","SANDOZ EXIM PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,500,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","AKASH TOWER TELGHANI NAKA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10200CT2009PTC021222","9-06-2009","ARYAN COALFIELD PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,500,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","E150, FIRST FLOOR, BHIMSEN BHAWAN MARG SAMTA COLONY, RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10200CT2009PTC021224","10-06-2009","FUTURE CARBON SOLUTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","3,022,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","R-3, Aishwarya Residency Telibandha Raipur Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10200CT2009PTC021526","31-12-2009","ABHINAV COAL & POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","LAVAN ROAD NEAR KISAN RICE MILL BALODA BAZAR Chhattisgarh INDIA 493332","Indian Non-Government Company"
"U10200CT2010PTC022128","22-10-2010","RAFTAAR COAL PARIVAHAN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","1ST FLOOR, S. NO- 25- MAHALAXMI CLOTH MARKET, PANDRI, RAIPUR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10200CT2011PTC022526","13-06-2011","MAAV MINERALS & RESOURCES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","200,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","MIG - 706, PADMANABHPUR DURG Chhattisgarh INDIA 491001","Indian Non-Government Company"
"U10200CT2013PTC000892","24-05-2013","BRK DEVELOPER & MINERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","""""KAPOOR'S HOUSE"""," 24 COLLEGE ROAD CHOUBEY COLONY RAIPUR Chhattisgarh INDIA 492011"""
"U10200CT2015PTC001642","30-01-2015","VRAJ COLLIERY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","SHIV MOHAN BHAWAN, JEEVAN BIMA MARG PANDRI RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10300CT2006PLC020006","23-05-2006","MADANPUR SOUTH COAL COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","20,000,000.00","11,155,800.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","INDUSTRIAL GROWTH CENTRE SILTARA RAIPUR Chhattisgarh INDIA 493111","Indian Non-Government Company"
"U10300CT2012PTC000100","3-01-2012","SUNIL COAL & MINERALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","C/O. SHYAM TRADING COMPANY GANJ PARA, NEAR PRABHAT TALKIES RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U10300CT2012PTC000475","16-08-2012","AMBA MINERALS (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","1,900,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","SHOP NO. 63, COMMERCIAL COMPLEX OPP. KANCHAN JANGA COMPLEX, KABIR NAGAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U11100CT2010PTC021738","15-04-2010","SHRI SHYAM OIL EXTRACTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","1,370,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","NETAJI CHOWK JANJGIR Chhattisgarh INDIA 495668","Indian Non-Government Company"
"U11101CT2006PTC020026","5-07-2006","NITIN GASES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00",NA,"Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","NEAR SATYAM TALKIES G. E. ROAD, CHARODA BHILAI Chhattisgarh INDIA 490025","Indian Non-Government Company"
"U11102CT2010PTC022232","24-12-2010","C G GASES AND INFRASTRUCTURE INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,499,600.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","417 KUSUM VILLA TELIBANDHA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U11202CT2003PTC016155","15-10-2003","ESSENTIAL GASES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","AMAR JYOTI BHAWAN KOTARA ROAD RAIGARH Chhattisgarh INDIA","Indian Non-Government Company"
"U11205CT1990PTC005911","6-07-1990","SUN AND SUN COLD STORAGE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","6,000,000.00","Chhattisgarh","RoC-Chhattisgarh",NA,"11/146, NEAR CHIKNI MANDIR MALVIYA ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U13100CT1992PTC007335","25-09-1992","JAITECH STEEL FORGINGS PVT LTD","ACTIVE","Private","Company Limited by Shares","12,400,000.00","12,241,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","22/A , HEAVY INDUSTRIAL AREA, BHILAI DURG Chhattisgarh INDIA 491026","Indian Non-Government Company"
"U13100CT1993PTC007854","2-09-1993","RISHABH MINING AND TRANSPORT COMPANY PVT LTD","ACTIVE","Private","Company Limited by Shares","2,000,000.00","530,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","VANIJYA BHAWAN SAI NAGAR DEVENDRA NAGAR ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U13100CT1996PLC011465","12-12-1996","PRECIOUS MINERALS AND SMELTING LIMITED","ACTIVE","Public","Company Limited by Shares","20,000,000.00","15,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","SEMI URBAN INDUSTRIAL ESTATE, FREZERPUR, JAGDALPUR,DIST.-BASTAR. Chhattisgarh INDIA 494001","Indian Non-Government Company"
"U13100CT1997PTC011650","12-02-1997","ANNAPURNA GRANI MARBLES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","1,217,800.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","325- SAMTA-COLONY RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U13100CT2003PTC016011","13-08-2003","SUPERIOR ENGINEERING & MACHINARY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","A-29, AMRAPALI SOCITEY, INFORNT OF MMI HOSPITAL, RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U13100CT2004PTC016843","13-08-2004","P.C. MINING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,642,500.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","DUKAN PARA KHARORATAHSEAL TILDA RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U13100CT2004PTC016874","25-08-2004","CHHATISGARH MINES AND ALLUMINIUM COMPANY PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","VILLAGE-KHAMAR P.O., KHARSIA RAIGARH Chhattisgarh INDIA","Indian Non-Government Company"
"U13100CT2004PTC017070","1-11-2004","JAKHODIA MINING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","184 - SAMTA COLONY RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U13100CT2005PTC017497","7-04-2005","ABHAYA MINERALS AND HERBALS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Mining & Quarrying","RAJFEEVVIHAR,R.K.NAGAR, SIPATHROAD, BILASPUR Chhattisgarh INDIA","Indian Non-Government Company"
