"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U29130CT2007PTC020160","9-01-2007","TANAY BEARINGS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","21, LAL GANGA MANSION PATWA COMPLEX, M.G.ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29130CT2009PTC021134","1-04-2009","BLACK DIAMOND EQUIPMENTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","35,000,000.00","31,207,900.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","Plot no. - 156, L.C.R.C. Transport Nagar KORBA Chhattisgarh INDIA 495677","Indian Non-Government Company"
"U29141CT2014PLC001218","3-01-2014","BEC CASTING & ENGINEERING (INDIA) LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","1,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","HATHKHOJ VILLAGE INDUSTRIAL AREA BHILAI Chhattisgarh INDIA 490026","Indian Non-Government Company"
"U29150CT2007PTC020184","2-02-2007","KGALAXY ELEVATORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","Shop No. 78, Indira Gandhi Vyasaik Parisar Pandri Raipur Chhattisgarh INDIA 492004","Indian Non-Government Company"
"U29186CT1996PTC010333","5-01-1996","SOUTHERN WEIGHING INSTRUMENTS PVT LTD","ACTIVE","Private","Company Limited by Shares","1,000,000.00","955,100.00","Chhattisgarh","RoC-Chhattisgarh",NA,"ASHIANA , VASUNDHARA NAGAR , BHILAI-3 Chhattisgarh INDIA 490021","Indian Non-Government Company"
"U29190CT2008PTC020506","2-01-2008","REVA TRADING AND MANUFACTURING INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","H.NO. A-6, NEAR ANKUR NURSING HOME SAHANI VIHAR PURENA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29190CT2010PTC021780","30-04-2010","SHIV SHAKTI AGRICULTURAL EQUIPMENTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","B-26, UDAYA SOCIETY TATIBANDHA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29192CT1985PTC003170","3-12-1985","JEET ELECTRO COOL INDUSTRIES PVT. LTD","DORMANT","Private","Company Limited by Shares","500,000.00","10,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","34, RAMDEO MARKET MALWA ROAD RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U29193CT2014PTC001336","24-03-2014","BEAMTEAM SAFETY PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","Shop No. 332 Arihant Complex, Station Road Raipur Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29196CT1998PTC012722","24-03-1998","RAIPUR WEIGH TECH INSTRUMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","M.I.G.-189, HOUSING BOARD COLONY TATIBANDH RAIPUR Chhattisgarh INDIA 492009","Indian Non-Government Company"
"U29196CT2003PTC016272","19-12-2003","WEIGHTEC SCALE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","102,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","MIG 189 HOUSING BOARDOPP. BHARAT MATA SCHOOL TATIBANDH RAIPUR Chhattisgarh INDIA 492009","Indian Non-Government Company"
"U29196CT2005PTC017378","25-02-2005","ACME AUTOMATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","483,810.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","18 K LIGHT INDUSTRIAL AREA DURG Chhattisgarh INDIA 490016","Indian Non-Government Company"
"U29196CT2006PTC020080","14-09-2006","R. R. AUTOMATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","7/502, INDIRA COLONY NEAR TAR BAHAR CHOWK BILASPUR Chhattisgarh INDIA 465001","Indian Non-Government Company"
"U29196CT2010PTC022203","7-12-2010","DIGI WEIGH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,300,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","JAIN PLAZA, CMD CHOWK LINK ROAD BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U29197CT2011PTC022682","16-09-2011","OFFERING CLEANTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","200,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","OAS 10-11, SECOND FLOOR, SUPER MARKET AGRASEN CHOWK BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U29198CT2008PTC020559","7-02-2008","SHREE SAI EARTHMOVERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","230,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","Shree Dutt Prabha Transport Nagar, Ring Road No. 1, Tatibandh RAIPUR Chhattisgarh INDIA 492099","Indian Non-Government Company"
"U29199CT2006PTC020140","20-12-2006","BESTECH ENGINEERING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","BEHIND RADIO STATION, URKURA ROAD, URKURA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29210CT2008PTC020509","4-01-2008","SRR INFRAINNOVATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","450,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","10, MALVIYA NAGAR NEAR JJ NURSING HOME DURG Chhattisgarh INDIA 491001","Indian Non-Government Company"
"U29210CT2009PTC021501","15-12-2009","KINGER AGRI TOOLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","281,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","5C, MOHINI MERLIN JAISHREE VIHAR PANDRI TARAI RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29210CT2010PTC021820","13-05-2010","GREENLAND STEEL AND AGRICULTURES IMPLEMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","B-26, SECTOR - 3 UDAYA SOCIETY, TATIBANDH RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29210CT2010PTC021987","6-08-2010","CHHATTISGARH TRACTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","1st FLOOR, PARAM PLAZA G.E. ROAD, TELIBANDHA RAIPUR Chhattisgarh INDIA 492006","Indian Non-Government Company"
"U29210CT2011PTC022510","3-06-2011","LAKSHYA TECHNOCRATS INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","604, G.T. ROYAL EXOTICA, OPPOSIT T.V. TOWER ANUPAM NAGAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29210CT2013PTC000731","12-03-2013","SBRM AGROTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","200,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","DHAN MANDI ROAD TORWA BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U29210CT2013PTC001128","29-10-2013","AKS INDRA INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","68-8, NEHRU NAGAR WEST BHILAI Chhattisgarh INDIA 490020","Indian Non-Government Company"
"U29212CT2008PTC020946","26-11-2008","AGRITECH EQUIPMENT & SERVICES PRIVATE LIMIITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","FLAT NO. 303, MODERN COMPLEX, MOTIBAGH CHOWK, RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29214CT1990PTC006097","23-11-1990","RADHE HURKAT ISPAT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","6,943,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","PLOT NO.735, BURLA INDUSTRIAL AREA RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U29214CT1993PTC007540","1-03-1993","KAVERI AGRO PRODUCTS PVT LTD","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,299,930.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","VILL, CHANDKHURI DURG Chhattisgarh INDIA 491001","Indian Non-Government Company"
"U29214CT1993PTC007790","23-07-1993","OKASU ENGINEERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","DOGAR COMPLEX, STATION ROAD, RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29214CT1997PTC012147","21-07-1997","GOMTI FARM EQUIPMENTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","SHANKAR NAGAR, RAIPUR Chhattisgarh INDIA 492007","Indian Non-Government Company"
"U29219CT1988PTC004610","23-05-1988","ANCYL ENGINEERS PVT LTD","DORMANT","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","PLOT NO.-50, KATULBOD SAKET-COLONY, BHILAI, DISTT.- DURG . Chhattisgarh INDIA","Indian Non-Government Company"
"U29219CT2006PTC020121","4-12-2006","VASAVA ENGINEERING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","113, FRIENDS ARCADE, SHASTRI NAGAR, SUPELA BHILAI Chhattisgarh INDIA 490023","Indian Non-Government Company"
"U29219CT2006PTC020152","29-12-2006","RAJAT EQUIPMENTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","6,780,480.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","HALL NO. 4 & 5, NAVEEN BAZAR G.E. ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29219CT2012PTC000366","28-05-2012","SHREE SAI METALCAST PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","A-6, SAHANI VIHAR, NEW PURENA MAHAVIR NAGAR, TELEBANDHA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29220CT2007PTC020178","29-01-2007","SAWA INFRATECH AND ENGINEERING (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,050,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","28, INUSTRIAL AREA RAJNANDGAON Chhattisgarh INDIA 491441","Indian Non-Government Company"
"U29220CT2008PTC020820","22-08-2008","LALIT ENGINEERING AND POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","D-01, Maruti Enclave Tatibandh Raipur Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29220CT2008PTC020840","2-09-2008","VMV ENGINEERING PRIVATE LIMITED.","ACTIVE","Private","Company Limited by Shares","10,000,000.00","9,920,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","17B HEAVY INDUSTRIAL AREA, HATHKHOJ, P-O SURDUNG (JAMUL) BHILAI Chhattisgarh INDIA 490021","Indian Non-Government Company"
"U29220CT2010PTC022120","20-10-2010","CONCEPTS PUMPS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","GULAB NAGAR SEEPAT ROAD, POST SECL BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U29220CT2014PTC001432","25-07-2014","ABY BHARTI ENGITECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","DUPLEX PLOT NO 5 SHRI JEE KALPTARU COLONY AMLIDEEH RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29221CT2006PTC020049","22-08-2006","ABS ISPAT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00",NA,"Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","10 OLD NEHRU NAGAR BHILAI Chhattisgarh INDIA 490026","Indian Non-Government Company"
"U29222CT1994PTC008234","7-04-1994","ATMASTCO PVT LTD","ACTIVE","Private","Company Limited by Shares","50,000,000.00","7,053,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","NANDIRANI ROAD OPP.KARUNA HOSPITAL BHILAI Chhattisgarh INDIA 490011","Indian Non-Government Company"
"U29222CT2007PTC020242","2-04-2007","TECHNO DRILLERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","3,200,360.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","38, VALLABH NAGAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29222CT2007PTC020247","11-04-2007","SATPURA DRILLERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","38, VALLABH NAGAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29223CT2013PTC000702","15-01-2013","BENSONS FASTENERS & PRECISION ENGINEERING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","V.P. CHAMBERS NEAR DENA BANK, NANDINI ROAD BHILAI Chhattisgarh INDIA 490011","Indian Non-Government Company"
"U29230CT2007PTC020379","18-09-2007","RED STONE ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","400,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","QUARTER NO D-53 VINOBA NAGAR BILASPUR Chhattisgarh INDIA 495001","Indian Non-Government Company"
"U29230CT2013PTC001045","3-09-2013","MCCHEM TEKNOSOLV PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","C - 1 (A) / 229, Surya Vihar Colony, Junwani Road, Bhilai Durg Chhattisgarh INDIA 490020","Indian Non-Government Company"
"U29244CT2008PTC020778","25-07-2008","DYNAMIC (CG) EQUIPMENTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","33/7, G.E.ROAD, DAKSHIN GANGOTRI BHILAI Chhattisgarh INDIA 490006","Indian Non-Government Company"
"U29245CT1983PTC002126","22-01-1983","D.M.BHAWAN NIRMAN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","105,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","D.M. PLAZA, 3RD FLOOR NEAR FIRE BRIGADE, CHHOTAPARA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29246CT1988PTC004590","13-05-1988","RAIPUR AUTOMOBILES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","200,000.00","200,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","439, SAMTA COLONY RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U29246CT2011PTC022736","25-10-2011","NEOTECH FOUNDRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","1,389,900.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","88-H INDUSTRIAL ESTATE BHILAI Chhattisgarh INDIA 490026","Indian Non-Government Company"
"U29248CT2008PTC020718","25-06-2008","AJAY HEAVY EQUIPMENTS CO. PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00",NA,"Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","NEAR SHIVNATH HYUNDAI G.E.ROAD,TATIBANDH RAIPUR Chhattisgarh INDIA 492099","Indian Non-Government Company"
"U29248CT2008PTC020853","8-09-2008","VAR ASSOCIATES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","PLOT 9-10 PINK LANE MAITRI KUNJ WEST RISALI BHILAI Chhattisgarh INDIA 490006","Indian Non-Government Company"
"U29248CT2011PTC022544","23-06-2011","MAA BHAWANI MACHINERY & TOOLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","C/o LALAN SINGH KUSHWAHA, MOHARA, DONGARGARH Chhattisgarh INDIA 491445","Indian Non-Government Company"
"U29248CT2012PTC000556","11-10-2012","SWARNABHUMI EARTHMOVING EQUIPMENTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","FLAT NO. 104, 1ST FLOOR, LAL GANGA APARTMENTS, PATWA COMPLEX, M.G. ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29248CT2013PTC000685","9-01-2013","AAR ES ENGITECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","A-106, BLOCK 6 M.P.H.B. COMPLEX MALVIYA NAGAR DURG Chhattisgarh INDIA 491001","Indian Non-Government Company"
"U29248CT2014PTC001306","4-03-2014","HI REAL TECHNO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","INSIDE SAHU ASH BRICKS VILL- PARSADA, P.O. SAKRI, TAKHATPUR Chhattisgarh INDIA 495003","Indian Non-Government Company"
"U29253CT2011PTC000060","12-12-2011","DHRUV STRUCTOMECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","PLOT- 3, BLOCK- 7/B NEHRU NAGAR EAST BHILAI Chhattisgarh INDIA 490020","Indian Non-Government Company"
"U29253CT2012PTC000101","4-01-2012","SAFECON MEP INSTALLATIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","SHOP No. 131-132, 1ST FLOOR, AKASH DEEP COMPLEX, BESIDE INDIA COFFEE HOUSE, SUPELA, BHILAI Chhattisgarh INDIA 490023","Indian Non-Government Company"
"U29253CT2012PTC000142","31-01-2012","STEP AGROTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","A-1, MAHAVIR GAUSHALA COMPLEX K.K. ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29253CT2012PTC000199","29-02-2012","GOLECHHA EQUIPMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","11,800,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","SHOP NO. 19, PRAKASH BHAWAN KANKALI TALAB, KANKALIPARA RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29253CT2012PTC000216","6-03-2012","RAJESH ENGINEERING AND CASTING (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","B-32, NEW BOMBAY MARKET G.E. ROAD RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29253CT2012PTC000432","12-07-2012","DUS ENGINEERING AND PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","600,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","B-3, Bedi Complex Nandini Road BHILAI Chhattisgarh INDIA 490006","Indian Non-Government Company"
"U29253CT2012PTC000434","13-07-2012","AXIS FORGINGS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","150,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","96/A, B MARKET SECTOR-10 BHILAI Chhattisgarh INDIA 490006","Indian Non-Government Company"
"U29253CT2012PTC000521","14-09-2012","PHOTOGEN ENERGY (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","GURU SADAN, NEAR AJAY KIRANA STORES 14-BLOCK, SECTOR 03, SHIVANAND NAGAR, GUDHIYARI RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29253CT2012PTC000527","19-09-2012","R. B. SONS VENTURE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","850,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","1st Floor, G.K. Tower, Beside Manju Mamta Restaurant, M.G.Road Raipur Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29253CT2013PTC000997","5-08-2013","BAJRANG NUT BOLTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","SHRI NAGAR KHAMTARAI RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29253CT2014PTC001284","14-02-2014","VRAJ ELECTRONIC SECURITY SYSTEM PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","H.NO.141/B, SIYARAM PARA VILL- PALANSARI, TEH- PANDARIA KABIRDHAM Chhattisgarh INDIA 491559","Indian Non-Government Company"
"U29259CT1998PTC012616","28-01-1998","CHEMTECH AQUA TREAT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","D-25, SECTOR-1 SHANKAR NAGAR RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29261CT2012PTC000578","26-10-2012","KELSONS POWER ENGINEERING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","PLOT NO. 82 , SVBP, NAGAR JAMNIPALI KORBA Chhattisgarh INDIA 495450","Indian Non-Government Company"
"U29265CT1988PTC004727","9-08-1988","RANI ISPAT UDYOG PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","300","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","C/O SHARMA BROTHERS,SHOP NO.8,,DARJI LINES ,MALVIYA ROAD, RAIPUR Chhattisgarh INDIA","Indian Non-Government Company"
"U29268CT2008PTC020724","27-06-2008","VASUDHA MACHINERIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","2ND FLOOR, RAJSHREE BHAWAN BESIDE STAR ONE RESTAURENT, INDRAWATI COLONY RAIPUR Chhattisgarh INDIA 492001","Indian Non-Government Company"
"U29269CT2012PTC000153","2-02-2012","ADVENTURE STEEL AND POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","SHIVPURI, WARD NO. 15, JAMUL, BHILAI Chhattisgarh INDIA 490024","Indian Non-Government Company"
"U29291CT2013PTC000781","2-04-2013","EXPECTRA MECHANICAL MACHINE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,500,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","BLOK NO. 29, PLOT NO. 19 MOTILAL NEHRU NAGAR (EAST) BHILAI Chhattisgarh INDIA 490020","Indian Non-Government Company"
"U29292CT1996PTC011102","9-08-1996","ANNO ELECTRO MANUFACTURES COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","22,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","MAMA ROAD DCOPURI RAIPUR. Chhattisgarh INDIA","Indian Non-Government Company"
"U29292CT2013PTC000753","20-03-2013","MICROBOTS ROBOTIC TECHNO SOLUTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Chhattisgarh","RoC-Chhattisgarh","Manufacturing (Machinery & Equipments)","H. NO. 652/02 SINDHIYA NAGAR DURG Chhattisgarh INDIA 491001","Indian Non-Government Company"
